date,region,category,total_sales,total_profit
2024-08-21,West,Technology,938.38,148.21
2024-08-22,South,Furniture,544.6,162.24
2024-08-22,West,Furniture,1159.62,243.3
2024-08-22,South,Office Supplies,366.24,44.58
2024-08-22,Central,Furniture,1016.51,118.33
2024-08-22,East,Office Supplies,1356.5,308.89
2024-08-22,Central,Office Supplies,1078.12,228.8
2024-08-22,West,Technology,765.27,85.16
2024-08-22,East,Technology,157.52,13.28
2024-08-22,East,Furniture,963.73,161.54
2024-08-22,West,Office Supplies,512.91,101.82
2024-08-23,Central,Office Supplies,226.85,15.78
2024-08-23,South,Furniture,412.69,28.28
2024-08-23,Central,Furniture,711.5,148.9
2024-08-23,South,Office Supplies,986.05,172.8
2024-08-23,East,Furniture,1178.94,280.43
2024-08-23,West,Technology,668.04,196.46
2024-08-23,East,Office Supplies,1663.98,259.17
2024-08-23,West,Furniture,1203.91,228.57
2024-08-24,West,Furniture,1411.06,237.35000000000002
2024-08-24,Central,Office Supplies,1621.48,331.03999999999996
2024-08-24,Central,Furniture,1004.63,187.54
2024-08-24,East,Office Supplies,166.34,11.37
2024-08-24,West,Technology,850.3399999999999,97.16
2024-08-24,Central,Technology,1634.72,289.38
2024-08-24,West,Office Supplies,883.5300000000001,193.19
2024-08-24,South,Office Supplies,1386.52,183.79000000000002
2024-08-24,South,Technology,376.8,53.79
2024-08-24,South,Furniture,1562.27,261.8
2024-08-25,West,Technology,1081.77,270.53
2024-08-25,East,Technology,972.83,155.2
2024-08-25,West,Office Supplies,2217.42,404.36
2024-08-25,South,Technology,1593.77,353.54
2024-08-25,Central,Furniture,1874.4099999999999,253.68
2024-08-25,Central,Technology,694.04,206.12
2024-08-25,South,Furniture,487.81,113.10999999999999
2024-08-26,East,Furniture,1160.6299999999999,291.09999999999997
2024-08-26,Central,Office Supplies,408.78,90.26
2024-08-26,West,Office Supplies,1201.58,207.38
2024-08-26,South,Furniture,1683.85,276.37
2024-08-26,South,Office Supplies,679.46,117.98
2024-08-26,East,Technology,681.86,107.9
2024-08-26,Central,Technology,1221.22,270.06
2024-08-27,Central,Technology,45.63,6.56
2024-08-27,South,Office Supplies,466.79,34.98
2024-08-27,East,Furniture,359.09,39.53
2024-08-27,East,Technology,2449.27,353.21
2024-08-27,South,Technology,2229.6,377.46
2024-08-27,South,Furniture,448.96,72.85
2024-08-27,Central,Office Supplies,334.18,49.86
2024-08-27,West,Furniture,1155.6200000000001,209.48999999999998
2024-08-27,East,Office Supplies,350.55,24.06
2024-08-28,East,Technology,1472.06,210.92000000000002
2024-08-28,South,Office Supplies,445.49,65.89
2024-08-28,West,Technology,1615.06,232.73000000000002
2024-08-28,West,Office Supplies,747.03,68.8
2024-08-28,Central,Technology,998.33,157.46
2024-08-28,South,Technology,304.3,18.21
2024-08-28,Central,Furniture,764.73,167.52
2024-08-28,Central,Office Supplies,450.81,32.96
2024-08-29,Central,Office Supplies,2046.5500000000002,409.03000000000003
2024-08-29,West,Furniture,1267.64,310.45
2024-08-29,Central,Technology,927.21,98.55
2024-08-29,South,Technology,24.07,6.67
2024-08-29,East,Furniture,627.22,78.05000000000001
2024-08-29,West,Office Supplies,1012.6500000000001,199.14999999999998
2024-08-29,East,Technology,1172.29,188.35999999999999
2024-08-30,East,Technology,1204.8400000000001,101.42999999999999
2024-08-30,West,Technology,206.3,37.25
2024-08-30,South,Furniture,2091.87,294.98999999999995
2024-08-30,East,Office Supplies,1752.93,116.17
2024-08-30,Central,Office Supplies,1255.05,340.62
2024-08-30,South,Technology,426.22,80.54
2024-08-30,South,Office Supplies,871.72,77.88
2024-08-30,West,Office Supplies,608.2,103.33
2024-08-31,East,Furniture,740.38,59.11
2024-08-31,South,Office Supplies,2556.8,571.1800000000001
2024-08-31,South,Furniture,279.77,53.86
2024-08-31,West,Office Supplies,711.5,119.99
2024-08-31,East,Office Supplies,208.74,25.19
2024-08-31,Central,Furniture,472.06,106.6
2024-09-01,West,Office Supplies,1619.95,221.06
2024-09-01,South,Furniture,101.24,8.62
2024-09-01,East,Office Supplies,784.82,104.63
2024-09-01,Central,Office Supplies,848.48,96.52000000000001
2024-09-01,South,Technology,297.53999999999996,66.92
2024-09-01,Central,Furniture,286.52,76.79
2024-09-02,East,Office Supplies,1756.3899999999999,315.24
2024-09-02,Central,Furniture,723.49,38.54
2024-09-02,South,Technology,2526.6,347.53999999999996
2024-09-02,West,Office Supplies,844.75,71.14
2024-09-02,East,Technology,1400.6699999999998,219.47999999999996
2024-09-02,South,Furniture,1369.54,155.89999999999998
2024-09-02,Central,Technology,423.35,38.08
2024-09-02,Central,Office Supplies,183.88,24.05
2024-09-03,South,Office Supplies,684.05,101.2
2024-09-03,Central,Technology,546.45,118.07
2024-09-03,South,Furniture,1420.48,317.36
2024-09-03,South,Technology,1134.38,63.349999999999994
2024-09-03,Central,Office Supplies,582.01,108.14
2024-09-03,East,Office Supplies,438.79,55.37
2024-09-03,East,Technology,2059.26,349.82
2024-09-03,West,Furniture,445.2,100.85
2024-09-03,East,Furniture,950.6,183.34
2024-09-03,Central,Furniture,507.78,102.7
2024-09-04,East,Office Supplies,594.6199999999999,81.77
2024-09-04,Central,Office Supplies,250.66000000000003,30.11
2024-09-04,West,Furniture,69.59,19.93
2024-09-04,South,Office Supplies,1066.75,193.31
2024-09-04,West,Technology,564.57,128.77
2024-09-04,Central,Technology,678.28,98.91
2024-09-05,Central,Technology,343.13,29.3
2024-09-05,South,Office Supplies,335.25,84.76
2024-09-05,West,Office Supplies,523.39,153.66
2024-09-05,South,Technology,304.41,25.84
2024-09-05,Central,Office Supplies,902.21,186.27
2024-09-05,South,Furniture,700.52,171.82
2024-09-06,Central,Office Supplies,111.29,17.67
2024-09-06,South,Office Supplies,522.97,40.41
2024-09-06,West,Furniture,537.7,124.93
2024-09-06,West,Technology,706.83,101.16
2024-09-06,Central,Technology,465.9,101.36
2024-09-06,South,Furniture,1568.26,224.95
2024-09-06,West,Office Supplies,347.09,70.84
2024-09-06,East,Technology,896.98,150.11
2024-09-07,Central,Office Supplies,998.6899999999999,147.51
2024-09-07,Central,Technology,818.23,205.34
2024-09-07,Central,Furniture,341.65,87.55
2024-09-07,West,Furniture,219.76,59.07
2024-09-07,East,Office Supplies,759.94,223.53
2024-09-07,West,Office Supplies,2229.67,280.19
2024-09-07,East,Technology,1319.08,141.23
2024-09-07,West,Technology,264.68,60.31
2024-09-07,South,Technology,708.95,196.51
2024-09-07,East,Furniture,76.26,17.99
2024-09-08,East,Furniture,967.5799999999999,245.16
2024-09-08,Central,Office Supplies,249.04,17.04
2024-09-08,Central,Furniture,584.36,57.33
2024-09-08,South,Furniture,746.7,136.56
2024-09-08,South,Technology,587.69,174.57
2024-09-08,Central,Technology,312.17,62.87
2024-09-08,East,Technology,273.47,67.06
2024-09-08,West,Furniture,1263.8700000000001,260.93
2024-09-09,Central,Office Supplies,848.55,67.34
2024-09-09,Central,Furniture,1808.5,405.40999999999997
2024-09-09,East,Furniture,717.86,86.84
2024-09-09,Central,Technology,1181.3899999999999,205.05
2024-09-09,West,Furniture,928.0,206.93
2024-09-09,South,Technology,94.58,14.6
2024-09-09,West,Office Supplies,449.06,133.66
2024-09-09,West,Technology,1395.33,217.54000000000002
2024-09-09,East,Technology,899.74,127.83
2024-09-10,Central,Office Supplies,1967.24,238.51
2024-09-10,East,Office Supplies,780.28,232.71
2024-09-10,West,Office Supplies,989.06,141.84
2024-09-10,East,Technology,759.85,115.15
2024-09-10,South,Furniture,1612.53,248.82
2024-09-10,Central,Technology,811.46,64.22
2024-09-10,South,Office Supplies,238.59,15.77
2024-09-11,East,Furniture,1430.7000000000003,300.15999999999997
2024-09-11,South,Technology,849.79,141.25
2024-09-11,East,Office Supplies,1237.83,227.31
2024-09-11,West,Furniture,521.42,126.16
2024-09-11,West,Office Supplies,793.04,129.92000000000002
2024-09-11,Central,Technology,686.3900000000001,59.04
2024-09-11,South,Office Supplies,93.05,17.01
2024-09-11,Central,Furniture,911.48,155.17
2024-09-12,East,Furniture,1029.33,223.23
2024-09-12,West,Technology,575.47,112.23
2024-09-12,South,Office Supplies,1267.01,235.3
2024-09-12,Central,Furniture,1015.66,267.25
2024-09-12,West,Furniture,193.67,42.68
2024-09-12,South,Technology,1281.93,232.63
2024-09-12,West,Office Supplies,408.24,60.06
2024-09-12,Central,Technology,399.45,77.5
2024-09-12,East,Office Supplies,220.82,66.03
2024-09-12,South,Furniture,1205.76,275.73
2024-09-13,South,Furniture,997.51,216.97
2024-09-13,Central,Technology,857.3699999999999,80.96000000000001
2024-09-13,Central,Office Supplies,1041.54,213.36
2024-09-13,East,Technology,948.02,160.47
2024-09-13,South,Technology,420.42,108.44
2024-09-14,South,Technology,459.99,71.17
2024-09-14,East,Technology,161.28,37.26
2024-09-14,West,Furniture,717.17,92.15
2024-09-14,South,Office Supplies,385.5,93.0
2024-09-14,South,Furniture,2011.15,253.76
2024-09-14,West,Office Supplies,299.23,70.96
2024-09-14,West,Technology,385.74,78.87
2024-09-14,East,Furniture,1432.31,314.5
2024-09-15,Central,Office Supplies,555.72,50.57
2024-09-15,Central,Technology,2030.63,384.05
2024-09-15,South,Technology,1337.94,155.6
2024-09-15,East,Office Supplies,476.78999999999996,122.2
2024-09-15,East,Technology,1782.96,306.36
2024-09-15,West,Office Supplies,912.19,110.15
2024-09-16,South,Office Supplies,774.39,120.55
2024-09-16,West,Furniture,1506.19,282.72
2024-09-16,South,Furniture,987.27,158.3
2024-09-16,South,Technology,226.01,51.81
2024-09-16,Central,Office Supplies,865.19,214.58
2024-09-16,Central,Technology,629.52,93.38
2024-09-16,West,Office Supplies,358.32,35.59
2024-09-16,East,Office Supplies,220.55,22.94
2024-09-16,East,Furniture,1390.88,330.55
2024-09-16,West,Technology,148.36,39.06
2024-09-17,East,Technology,253.47,51.04
2024-09-17,South,Technology,481.27,141.19
2024-09-17,South,Office Supplies,45.06,9.93
2024-09-17,West,Office Supplies,528.49,79.93
2024-09-17,East,Office Supplies,420.32,31.58
2024-09-17,Central,Office Supplies,723.41,107.55
2024-09-17,West,Technology,573.41,45.56
2024-09-17,Central,Furniture,344.79,31.01
2024-09-17,East,Furniture,263.76,27.68
2024-09-17,West,Furniture,988.62,171.98
2024-09-18,West,Office Supplies,677.72,131.29
2024-09-18,South,Technology,257.34,67.05
2024-09-18,East,Office Supplies,706.42,199.54
2024-09-18,South,Furniture,111.82,12.1
2024-09-18,Central,Furniture,1471.34,100.77
2024-09-18,West,Technology,967.7,210.41
2024-09-18,East,Furniture,1750.55,350.14
2024-09-18,East,Technology,1826.43,382.55
2024-09-18,West,Furniture,1753.6000000000001,292.5
2024-09-18,South,Office Supplies,347.95,40.73
2024-09-19,South,Office Supplies,730.15,49.32
2024-09-19,West,Office Supplies,1000.27,217.31
2024-09-19,Central,Office Supplies,96.21,16.75
2024-09-19,South,Furniture,2041.9399999999998,527.68
2024-09-19,Central,Furniture,1257.79,249.85999999999999
2024-09-19,South,Technology,422.17,102.9
2024-09-19,East,Technology,708.79,50.09
2024-09-19,Central,Technology,516.52,62.68
2024-09-20,West,Furniture,1432.88,88.75
2024-09-20,West,Technology,920.0600000000001,257.03999999999996
2024-09-20,South,Office Supplies,986.9,156.44
2024-09-20,Central,Technology,686.97,98.25999999999999
2024-09-20,East,Furniture,912.76,157.18
2024-09-20,West,Office Supplies,26.5,3.99
2024-09-20,South,Technology,1068.48,202.17999999999998
2024-09-20,Central,Furniture,1511.5500000000002,144.35
2024-09-20,East,Technology,610.01,86.47
2024-09-20,South,Furniture,844.89,157.72
2024-09-21,Central,Office Supplies,1795.87,411.66999999999996
2024-09-21,West,Office Supplies,2188.3599999999997,223.3
2024-09-21,South,Technology,1293.74,195.84
2024-09-21,West,Furniture,1849.02,457.67
2024-09-21,South,Furniture,1451.87,210.47
2024-09-21,East,Technology,840.98,174.71
2024-09-21,South,Office Supplies,475.15,64.17
2024-09-21,Central,Technology,368.98,79.95
2024-09-21,East,Furniture,823.46,102.83000000000001
2024-09-22,South,Furniture,126.23,8.77
2024-09-22,East,Technology,1427.5100000000002,280.95
2024-09-22,West,Technology,574.39,126.71
2024-09-22,West,Office Supplies,936.74,71.57000000000001
2024-09-22,South,Office Supplies,119.28,27.85
2024-09-22,Central,Technology,427.09,103.03
2024-09-22,West,Furniture,1648.05,261.45
2024-09-22,South,Technology,353.85,25.29
2024-09-22,East,Furniture,239.15,58.8
2024-09-22,East,Office Supplies,309.38,67.34
2024-09-22,Central,Furniture,1090.57,263.78999999999996
2024-09-23,East,Office Supplies,358.26,73.52
2024-09-23,West,Technology,969.46,158.66
2024-09-23,Central,Technology,729.89,145.76
2024-09-23,West,Furniture,73.69,14.94
2024-09-23,East,Technology,2319.77,491.9
2024-09-23,Central,Furniture,474.31,31.0
2024-09-23,Central,Office Supplies,470.73,90.99
2024-09-23,South,Technology,291.19,56.26
2024-09-23,South,Furniture,705.42,102.27
2024-09-24,South,Furniture,989.72,129.87
2024-09-24,East,Technology,1294.52,243.48000000000002
2024-09-24,West,Technology,165.4,8.77
2024-09-24,Central,Office Supplies,1563.51,278.32000000000005
2024-09-24,Central,Furniture,1399.87,337.93
2024-09-24,West,Furniture,409.81,50.62
2024-09-24,South,Technology,563.6,93.96
2024-09-24,East,Office Supplies,83.99,13.74
2024-09-25,Central,Technology,807.99,106.97
2024-09-25,South,Furniture,913.9100000000001,115.86
2024-09-25,Central,Furniture,939.07,241.1
2024-09-25,South,Office Supplies,2115.14,232.64000000000001
2024-09-25,East,Furniture,254.57,28.23
2024-09-25,South,Technology,1471.26,162.0
2024-09-25,Central,Office Supplies,113.77,29.73
2024-09-25,West,Office Supplies,994.57,274.66
2024-09-25,West,Furniture,3103.0800000000004,543.53
2024-09-26,West,Furniture,796.5,69.88
2024-09-26,South,Technology,574.42,81.85
2024-09-26,West,Office Supplies,336.41,40.67
2024-09-26,West,Technology,2466.89,476.08000000000004
2024-09-26,Central,Furniture,907.52,238.55
2024-09-26,East,Technology,505.74,141.41
2024-09-26,South,Office Supplies,922.4,97.17
2024-09-26,East,Office Supplies,1356.58,280.51
2024-09-27,West,Technology,775.9,49.09
2024-09-27,South,Office Supplies,496.25,140.01
2024-09-27,Central,Technology,750.55,224.44
2024-09-27,West,Office Supplies,143.62,37.12
2024-09-27,South,Technology,198.51,14.91
2024-09-27,Central,Furniture,480.99,37.07
2024-09-27,Central,Office Supplies,435.09,61.53
2024-09-27,South,Furniture,1377.23,185.34
2024-09-27,West,Furniture,446.52,87.0
2024-09-28,East,Office Supplies,1817.29,294.14
2024-09-28,Central,Office Supplies,569.82,153.4
2024-09-28,Central,Furniture,1212.8000000000002,95.91
2024-09-28,South,Furniture,522.63,127.34
2024-09-28,South,Office Supplies,307.33,40.67
2024-09-28,East,Technology,1680.92,417.36
2024-09-28,West,Technology,949.85,135.83
2024-09-28,West,Furniture,285.71,54.43
2024-09-28,Central,Technology,621.12,98.03
2024-09-28,South,Technology,517.44,69.04
2024-09-29,East,Furniture,2178.9700000000003,342.1
2024-09-29,Central,Furniture,693.69,207.88
2024-09-29,Central,Technology,1808.12,246.82
2024-09-29,South,Office Supplies,829.85,144.38
2024-09-29,West,Furniture,1192.46,188.33
2024-09-29,South,Furniture,1125.02,238.51999999999998
2024-09-29,West,Office Supplies,476.23,82.75
2024-09-29,Central,Office Supplies,600.7,139.06
2024-09-29,East,Technology,771.6899999999999,88.84
2024-09-29,East,Office Supplies,1055.78,254.36
2024-09-30,Central,Technology,639.8,149.8
2024-09-30,Central,Office Supplies,124.0,14.66
2024-09-30,West,Office Supplies,997.5799999999999,160.93
2024-09-30,East,Office Supplies,80.74,18.2
2024-09-30,West,Technology,137.96,32.19
2024-09-30,South,Technology,1867.04,361.74
2024-09-30,East,Technology,1040.68,138.82
2024-09-30,East,Furniture,871.37,135.26
2024-09-30,South,Office Supplies,908.62,119.63
2024-09-30,South,Furniture,402.94,38.97
2024-10-01,East,Furniture,1502.81,385.56
2024-10-01,West,Technology,1811.46,259.74
2024-10-01,South,Technology,490.05,51.62
2024-10-01,West,Office Supplies,458.7,69.35
2024-10-01,South,Office Supplies,663.05,80.64
2024-10-01,South,Furniture,363.93,87.76
2024-10-01,Central,Technology,661.83,118.91
2024-10-02,Central,Furniture,1092.49,305.79
2024-10-02,South,Technology,528.1,108.08
2024-10-02,South,Furniture,466.95,82.25
2024-10-02,Central,Office Supplies,140.52,14.12
2024-10-02,Central,Technology,623.07,92.06
2024-10-02,East,Technology,176.83,34.61
2024-10-02,South,Office Supplies,293.31,70.98
2024-10-02,West,Technology,631.53,103.16
2024-10-03,South,Technology,760.88,127.36000000000001
2024-10-03,West,Technology,2382.0,469.20000000000005
2024-10-03,South,Office Supplies,744.87,174.34
2024-10-03,Central,Furniture,227.54,21.12
2024-10-03,West,Office Supplies,1907.1100000000001,219.82
2024-10-03,South,Furniture,80.43,11.94
2024-10-04,South,Furniture,1084.83,296.21000000000004
2024-10-04,South,Office Supplies,1165.03,188.19
2024-10-04,South,Technology,2337.1200000000003,470.13
2024-10-04,East,Office Supplies,124.31,30.71
2024-10-04,West,Technology,378.93,63.49
2024-10-04,East,Technology,487.44,139.25
2024-10-04,Central,Furniture,55.95,9.26
2024-10-04,West,Furniture,34.64,9.5
2024-10-05,West,Furniture,404.84999999999997,45.4
2024-10-05,Central,Furniture,298.33,73.78
2024-10-05,West,Office Supplies,761.46,182.96
2024-10-05,West,Technology,317.78999999999996,77.24000000000001
2024-10-05,East,Furniture,349.19,74.08
2024-10-05,Central,Technology,1807.8899999999999,312.35
2024-10-05,South,Office Supplies,612.42,128.1
2024-10-05,Central,Office Supplies,225.46,54.29
2024-10-05,South,Technology,643.16,106.33
2024-10-06,East,Office Supplies,224.54,32.63
2024-10-06,South,Furniture,1311.35,198.0
2024-10-06,South,Technology,40.39,4.93
2024-10-06,West,Furniture,841.75,48.1
2024-10-06,East,Furniture,1879.0700000000002,479.51
2024-10-06,Central,Technology,1358.95,229.5
2024-10-06,West,Office Supplies,1067.47,112.84
2024-10-06,East,Technology,1666.06,235.42000000000002
2024-10-06,West,Technology,46.67,4.12
2024-10-07,South,Office Supplies,935.69,232.42
2024-10-07,East,Office Supplies,311.0,69.51
2024-10-07,Central,Technology,1479.2,299.31
2024-10-07,East,Furniture,633.39,84.04
2024-10-07,West,Technology,336.15,70.67
2024-10-07,South,Technology,1649.77,224.35000000000002
2024-10-07,West,Furniture,1386.9299999999998,254.09
2024-10-07,South,Furniture,1563.71,343.52
2024-10-08,South,Furniture,290.54,20.09
2024-10-08,Central,Furniture,1310.23,246.36
2024-10-08,East,Office Supplies,978.8900000000001,284.56
2024-10-08,South,Office Supplies,315.26,56.77
2024-10-08,West,Furniture,125.54,24.35
2024-10-08,East,Technology,1652.02,306.99
2024-10-08,West,Technology,2005.2800000000002,485.29999999999995
2024-10-08,South,Technology,60.63,13.46
2024-10-09,South,Technology,1111.21,146.79999999999998
2024-10-09,West,Office Supplies,764.66,79.69
2024-10-09,South,Furniture,812.94,215.48
2024-10-09,Central,Furniture,2592.4700000000003,377.25
